id;color;fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality
2713;white;6.7;0.24;0.31;2.3;0.044;37;113;0.99013;3.29;0.46;12.9;6
2714;white;7.3;0.22;0.4;14.75;0.042;44.5;129.5;0.9998;3.36;0.41;9.1;7
2715;white;6.8;0.14;0.35;1.5;0.047;40;117;0.99111;3.07;0.72;11.1;6
2716;white;5.6;0.18;0.27;1.7;0.03;31;103;0.98892;3.35;0.37;12.9;6
2717;red;6.7;0.28;0.28;2.4;0.012;36;100;0.99064;3.26;0.39;11.7;7
2718;white;6.8;0.21;0.31;2.9;0.046;40;121;0.9913;3.07;0.65;10.9;7
2719;white;5.3;0.2;0.31;3.6;0.036;22;91;0.99278;3.41;0.5;9.8;6
2720;red;7.4;0.49;0.19;3;0.077;16;37;0.9966;3.37;0.51;10.5;5
2721;white;4.8;0.29;0.23;1.1;0.044;38;180;0.98924;3.28;0.34;11.9;6
2722;white;7;0.25;0.33;2.1;0.021;17;76;0.99021;3.26;0.45;12.3;6
2723;red;9.2;0.52;1;3.4;0.61;32;69;0.9996;2.74;2.0;9.4;4
2724;white;6;0.23;0.15;9.7;0.048;101;207;0.99571;3.05;0.3;9.1;5
2725;white;7.6;0.36;0.44;8.3;0.255;28;142;0.9958;3.12;0.43;10.2;6
2726;red;6.7;0.56;0.09;2.9;0.079;7;22;0.99669;3.46;0.61;10.2;5
2727;red;5.2;0.32;0.25;1.8;0.103;13;50;0.9957;3.38;0.55;9.2;5
2728;white;6.8;0.12;0.3;12.9;0.049;32;88;0.99654;3.2;0.35;9.9;6
2729;white;5.7;0.36;0.21;6.7;0.038;51;166;0.9941;3.29;0.63;10;6
2730;red;7.2;0.62;0.06;2.7;0.077;15;85;0.99746;3.51;0.54;9.5;5
2731;red;7;0.735;0.05;2;0.081;13;54;0.9966;3.39;0.57;9.8;5
2732;white;6.9;0.3;0.29;1.3;0.053;24;189;0.99362;3.29;0.54;9.9;4
2733;white;6.6;0.52;0.44;12.2;0.048;54;245;0.9975;3.26;0.54;9.3;6
2734;white;6;0.2;0.71;1.6;0.15;10;54;0.9927;3.12;0.47;9.8;5
2735;red;9.6;0.77;0.12;2.9;0.082;30;74;0.99865;3.3;0.64;10.4;6
2736;white;7.1;0.27;0.24;12.6;0.044;48;118;0.99726;3.04;0.56;10;7
2737;white;6.2;0.36;0.38;3.2;0.031;20;89;0.98956;3.06;0.33;12;7
2738;white;7;0.29;0.49;3.8;0.047;37;136;0.9938;2.95;0.4;9.4;6
2739;red;7.7;0.6;0;2.6;0.055;7;13;0.99639;3.38;0.56;10.8;5
2740;white;6.3;0.2;0.4;1.5;0.037;35;107;0.9917;3.46;0.5;11.4;6
2741;red;6.6;0.61;0.01;1.9;0.08;8;25;0.99746;3.69;0.73;10.5;5
2742;white;5.1;0.23;0.18;1;0.053;13;99;0.98956;3.22;0.39;11.5;5
2743;white;7.3;0.28;0.42;1.2;0.033;29;142;0.99205;3.17;0.43;10.7;4
2744;white;7.2;0.23;0.33;12.7;0.049;50;183;0.9987;3.41;0.4;9.8;5
2745;white;7.2;0.47;0.65;8.3;0.083;27;182;0.9964;3;0.35;9.2;5
2746;white;5.7;0.22;0.29;3.5;0.04;27;146;0.98999;3.17;0.36;12.1;6
2747;white;8.5;0.25;0.27;4.7;0.031;31;92;0.9922;3.01;0.33;12;6
2748;white;7.1;0.27;0.28;1.25;0.023;3;89;0.98993;2.95;0.3;11.4;4
2749;white;8.5;0.22;0.34;0.7;0.04;5;25;0.9918;3.04;0.37;10.5;4
2750;white;6.8;0.3;0.27;11.6;0.028;22;97;0.99314;2.96;0.38;11.7;6
2751;red;9.9;0.59;0.07;3.4;0.102;32;71;1.00015;3.31;0.71;9.8;5
2752;white;5.9;0.2;0.28;1;0.043;45;100;0.99033;3.4;0.41;11.4;6
2753;white;7.6;0.2;0.39;2.6;0.044;30;180;0.9941;3.46;0.44;10.8;7
2754;white;6.5;0.18;0.26;1.4;0.041;40;141;0.9941;3.34;0.72;9.5;6
2755;white;5.6;0.21;0.24;4.4;0.027;37;150;0.991;3.3;0.31;11.5;7
2756;white;6.5;0.33;0.28;6.1;0.018;41;103;0.99122;3.24;0.32;12.2;6
2757;white;7.8;0.3;0.74;1.8;0.033;33;156;0.991;3.29;0.52;12.8;6
2758;white;7.2;0.23;0.46;6.4;0.036;17;85;0.99279;3.1;0.78;11.7;6
2759;white;6.9;0.43;0.28;9.4;0.056;29;183;0.99594;3.17;0.43;9.4;5
2760;red;7.6;0.78;0;1.7;0.076;33;45;0.99612;3.31;0.62;10.7;6
2761;white;4.9;0.345;0.34;1;0.068;32;143;0.99138;3.24;0.4;10.1;5
2762;white;6.6;0.23;0.27;5.6;0.043;43;164;0.9953;3.27;0.76;9.5;5
2763;white;6.8;0.32;0.21;2.2;0.044;15;68;0.9932;3.17;0.39;9.4;6
2764;white;5.1;0.25;0.36;1.3;0.035;40;78;0.9891;3.23;0.64;12.1;7
2765;white;7.4;0.21;0.8;12.3;0.038;77;183;0.99778;2.95;0.48;9;5
2766;red;6.7;0.86;0.07;2;0.1;20;57;0.99598;3.6;0.74;11.7;6
2767;white;8.5;0.19;0.48;1.1;0.026;23;58;0.99184;2.9;0.5;10.5;6
2768;white;5.3;0.3;0.2;1.1;0.077;48;166;0.9944;3.3;0.54;8.7;4
2769;white;8.1;0.2;0.49;8.1;0.051;51;205;0.9954;3.1;0.52;11;6
2770;red;7.1;0.67;0;2.3;0.083;18;27;0.99768;3.44;0.54;9.4;5
2771;white;5.3;0.36;0.27;6.3;0.028;40;132;0.99186;3.37;0.4;11.6;6
2772;white;7.2;0.37;0.4;11.6;0.032;34;214;0.9963;3.1;0.51;9.8;6
2773;white;8.2;0.61;0.45;5.4;0.03;15;118;0.9954;3.14;0.34;9.6;5
2774;white;6.1;0.28;0.32;2.5;0.042;23;218.5;0.9935;3.27;0.6;9.8;5
2775;white;5.7;0.21;0.25;1.1;0.035;26;81;0.9902;3.31;0.52;11.4;6
2776;red;10.7;0.43;0.39;2.2;0.106;8;32;0.9986;2.89;0.5;9.6;5
2777;white;7;0.21;0.22;5.1;0.048;38;168;0.9945;3.34;0.49;10.4;6
2778;white;5.9;0.32;0.19;14.5;0.042;37;115;0.99684;3.16;0.43;10.3;5
2779;white;7;0.28;0.28;1.4;0.039;12;83;0.99173;3.18;0.65;11.1;5
2780;white;6.7;0.26;0.29;7.7;0.038;40;179;0.99479;3.23;0.56;10.4;6
2781;red;7.7;0.715;0.01;2.1;0.064;31;43;0.99371;3.41;0.57;11.8;6
2782;white;7.1;0.32;0.32;11;0.038;16;66;0.9937;3.24;0.4;11.5;3
2783;red;9.9;0.63;0.24;2.4;0.077;6;33;0.9974;3.09;0.57;9.4;5
2784;white;6.5;0.32;0.48;8;0.026;18;88;0.99144;3.22;0.79;12.7;4
2785;white;7.2;0.32;0.3;8.25;0.02;14;104;0.99362;2.99;0.44;11.4;6
2786;white;6.9;0.4;0.17;12.9;0.033;59;186;0.99754;3.08;0.49;9.4;5
2787;white;7;0.27;0.32;6.8;0.047;47;193;0.9938;3.23;0.39;11.4;6
2788;white;6.3;0.22;0.34;1.2;0.036;32;96;0.98961;3.06;0.74;11.6;6
2789;red;9;0.4;0.43;2.4;0.068;29;46;0.9943;3.2;0.6;12.2;6
2790;white;7.3;0.26;0.31;1.6;0.04;39;173;0.9918;3.19;0.51;11.4;6
2791;white;6.3;0.3;0.28;5;0.042;36;168;0.99505;3.22;0.69;9.5;6
2792;white;7.2;0.2;0.22;1.6;0.044;17;101;0.99471;3.37;0.53;10;5
2793;white;7.1;0.26;0.37;5.5;0.025;31;105;0.99082;3.06;0.33;12.6;8
2794;white;6;0.28;0.27;15.5;0.036;31;134;0.99408;3.19;0.44;13;7
2795;white;7.2;0.44;0.28;3.4;0.048;22;112;0.99188;3.21;0.37;11.3;7
2796;red;10;0.32;0.59;2.2;0.077;3;15;0.9994;3.2;0.78;9.6;5
2797;white;7.6;0.35;0.47;13.3;0.037;42;116;0.99822;3.04;0.5;9.2;5
2798;white;8;0.24;0.33;1.2;0.044;28;101;0.99035;3.03;0.43;12.5;6
2799;white;6.8;0.22;0.35;5.5;0.043;21;114;0.9938;3.3;0.53;10.7;7
2800;red;8.8;0.66;0.26;1.7;0.074;4;23;0.9971;3.15;0.74;9.2;5
2801;white;6.7;0.24;0.29;6.8;0.038;54;127;0.9932;3.33;0.46;11.6;7
2802;white;6.4;0.24;0.26;8.2;0.054;47;182;0.99538;3.12;0.5;9.5;5
2803;red;8.7;0.52;0.09;2.5;0.091;20;49;0.9976;3.34;0.86;10.6;7
2804;white;6.8;0.45;0.3;11.8;0.094;23;97;0.997;3.09;0.44;9.6;5
2805;white;8;0.23;0.37;9.6;0.054;23;159;0.99795;3.32;0.47;9.8;4
2806;white;6.2;0.25;0.47;11.6;0.048;62;210;0.9968;3.19;0.5;9.5;5
2807;white;7.3;0.26;0.24;1.7;0.05;10;112;0.99286;3.11;0.43;9.9;5
2808;red;7.4;0.55;0.19;1.8;0.082;15;34;0.99655;3.49;0.68;10.5;5
2809;white;8.8;0.2;0.28;1.1;0.018;18;72;0.9926;2.97;0.35;10.4;5
2810;white;7.4;0.19;0.3;12.8;0.053;48.5;229;0.9986;3.14;0.49;9.1;7
2811;red;6;0.49;0;2.3;0.068;15;33;0.99292;3.58;0.59;12.5;6
2812;white;6.7;0.38;0.26;9.55;0.036;35;91;0.9919;2.98;0.37;12.4;6
2813;white;6;0.31;0.27;2.3;0.042;19;120;0.98952;3.32;0.41;12.7;7
2814;white;5.8;0.23;0.2;2;0.043;39;154;0.99226;3.21;0.39;10.2;6
2815;white;8.8;0.27;0.25;5;0.024;52;99;0.9925;2.87;0.49;11.4;5
2816;white;7;0.29;0.26;1.6;0.044;12;87;0.9923;3.08;0.46;10.5;6
2817;white;6.2;0.2;0.28;1.1;0.039;24;78;0.9899;3.36;0.47;12.1;6
2818;white;6.7;0.3;0.74;5;0.038;35;157;0.9945;3.21;0.46;9.9;5
2819;white;6.3;0.27;0.18;7.7;0.048;45;186;0.9962;3.23;0.47;9;5
2820;white;8.6;0.27;0.46;6.1;0.032;13;41;0.993;2.89;0.34;10.9;5
2821;red;7.2;0.61;0.08;4;0.082;26;108;0.99641;3.25;0.51;9.4;5
2822;red;8.6;0.49;0.51;2;0.422;16;62;0.9979;3.03;1.17;9;5
2823;white;6.4;0.26;0.21;8.2;0.05;51;182;0.99542;3.23;0.48;9.5;5
2824;white;6.1;0.27;0.31;3.9;0.034;42;137;0.99218;3.24;0.46;10.9;6
2825;white;5;0.61;0.12;1.3;0.009;65;100;0.9874;3.26;0.37;13.5;5
2826;red;7.2;0.49;0.24;2.2;0.07;5;36;0.996;3.33;0.48;9.4;5
2827;red;8.7;0.41;0.41;6.2;0.078;25;42;0.9953;3.24;0.77;12.6;7
2828;white;7.4;0.18;0.36;13.1;0.056;72;163;1;3.42;0.35;9.1;6
2829;red;6.7;0.46;0.24;1.7;0.077;18;34;0.9948;3.39;0.6;10.6;6
2830;red;6.8;0.41;0.31;8.8;0.084;26;45;0.99824;3.38;0.64;10.1;6
2831;white;5.9;0.27;0.32;2;0.034;31;102;0.98952;3.16;0.56;12.3;6
2832;white;6.4;0.32;0.27;4.9;0.034;18;122;0.9916;3.36;0.71;12.5;6
2833;red;10.7;0.43;0.39;2.2;0.106;8;32;0.9986;2.89;0.5;9.6;5
2834;white;7.1;0.29;0.34;7.8;0.036;49;128;0.99397;3.21;0.4;10.7;6
2835;red;7.3;0.67;0.02;2.2;0.072;31;92;0.99566;3.32;0.68;11.1;6
2836;white;5.8;0.315;0.19;19.4;0.031;28;106;0.99704;2.97;0.4;10.55;6
2837;red;9.9;0.74;0.28;2.6;0.078;21;77;0.998;3.28;0.51;9.8;5
2838;white;6.8;0.18;0.35;5.4;0.054;53;143;0.99287;3.1;0.54;11;7
2839;white;8.1;0.12;0.38;0.9;0.034;36;86;0.99026;2.8;0.55;12;6
2840;white;7.1;0.2;0.37;1.5;0.049;28;129;0.99226;3.15;0.52;10.8;5
2841;white;5.9;0.62;0.28;3.5;0.039;55;152;0.9907;3.44;0.44;12;6
2842;red;7.8;0.43;0.32;2.8;0.08;29;58;0.9974;3.31;0.64;10.3;5
2843;red;8.3;0.85;0.14;2.5;0.093;13;54;0.99724;3.36;0.54;10.1;5
2844;white;6.8;0.31;0.3;8;0.028;33;122;0.99164;3.13;0.63;12.6;7
2845;white;7.1;0.64;0.49;1.8;0.05;17;128;0.9946;3.31;0.58;10.6;4
2846;white;6.5;0.22;0.5;16.4;0.048;36;182;0.99904;3.02;0.49;8.8;6
2847;red;6.7;0.76;0.02;1.8;0.078;6;12;0.996;3.55;0.63;9.95;3
2848;white;6.5;0.32;0.23;1.2;0.054;39;208;0.99272;3.18;0.46;9.9;6
2849;white;6.5;0.19;0.32;1.4;0.04;31;132;0.9922;3.36;0.54;10.8;7
2850;white;6;0.17;0.21;6;0.05;26;134;0.9939;3.08;0.54;9.8;6
2851;white;6.5;0.22;0.28;3.7;0.059;29;151;0.99177;3.23;0.41;12.1;7
2852;white;6.8;0.26;0.26;2;0.019;23.5;72;0.99041;3.16;0.47;11.8;6
2853;red;10;0.44;0.49;2.7;0.077;11;19;0.9963;3.23;0.63;11.6;7
2854;white;7.2;0.2;0.25;4.5;0.044;31;109;0.9949;3.23;0.36;9.4;5
2855;red;7.6;0.51;0.24;2.4;0.091;8;38;0.998;3.47;0.66;9.6;6
2856;white;7.1;0.25;0.3;2.4;0.042;25;122;0.994;3.43;0.61;10.5;6
2857;white;5.4;0.415;0.19;1.6;0.039;27;88;0.99265;3.54;0.41;10;7
2858;red;9.4;0.4;0.31;2.2;0.09;13;62;0.9966;3.07;0.63;10.5;6
2859;white;7;0.23;0.36;7.1;0.028;31;104;0.9922;3.35;0.47;12.1;8
2860;white;6.7;0.2;0.42;14;0.038;83;160;0.9987;3.16;0.5;9.4;6
2861;red;8;0.3;0.63;1.6;0.081;16;29;0.99588;3.3;0.78;10.8;6
2862;white;8;0.32;0.36;4.6;0.042;56;178;0.9928;3.29;0.47;12;6
2863;white;8.6;0.34;0.36;1.4;0.045;11;119;0.99556;3.17;0.47;9.4;4
2864;white;7.3;0.49;0.32;5.2;0.043;18;104;0.9952;3.24;0.45;10.7;4
2865;white;6.3;0.27;0.49;1.2;0.063;35;92;0.9911;3.38;0.42;12.2;6
2866;white;7.5;0.705;0.1;13;0.044;44;214;0.99741;3.1;0.5;9.1;5
2867;red;10.5;0.51;0.64;2.4;0.107;6;15;0.9973;3.09;0.66;11.8;7
2868;white;6.6;0.4;0.3;5.3;0.038;20;125;0.99204;3.36;0.73;12.6;6
2869;red;8.6;0.635;0.68;1.8;0.403;19;56;0.99632;3.02;1.15;9.3;5
2870;white;7.5;0.38;0.29;4.9;0.021;38;113;0.99026;3.08;0.48;13;7
2871;red;7.8;0.645;0;5.5;0.086;5;18;0.9986;3.4;0.55;9.6;6
2872;white;7.1;0.12;0.32;9.6;0.054;64;162;0.9962;3.4;0.41;9.4;5
2873;red;10.3;0.43;0.44;2.4;0.214;5;12;0.9994;3.19;0.63;9.5;6
2874;white;7.1;0.22;0.32;16.9;0.056;49;158;0.9998;3.37;0.38;9.6;6
2875;white;7.4;0.13;0.39;4.7;0.042;36;137;0.995;3.36;0.56;10.3;7
2876;red;9.1;0.5;0.3;1.9;0.065;8;17;0.99774;3.32;0.71;10.5;6
2877;white;5.1;0.35;0.26;6.8;0.034;36;120;0.99188;3.38;0.4;11.5;6
2878;white;6.4;0.37;0.19;3.5;0.068;18;101;0.9934;3.03;0.38;9;6
2879;white;6.1;0.36;0.58;15;0.044;42;115;0.9978;3.15;0.51;9;5
2880;white;6.7;0.42;0.39;12.1;0.04;61;248;0.99794;3.31;0.58;9.7;5
2881;white;7;0.32;0.34;1.3;0.042;20;69;0.9912;3.31;0.65;12;7
2882;white;6.9;0.26;0.31;7;0.039;37;175;0.99376;3.32;0.49;11.4;6
2883;white;7.6;0.4;0.27;5.2;0.03;32;101;0.99172;3.22;0.62;12.3;7
2884;white;6.9;0.25;0.35;9.2;0.034;42;150;0.9947;3.21;0.36;11.5;6
2885;white;11.8;0.23;0.38;11.1;0.034;15;123;0.9997;2.93;0.55;9.7;3
2886;white;6.4;0.18;0.28;17.05;0.047;53;139;0.99724;3.25;0.35;10.5;6
2887;red;8.5;0.34;0.44;1.7;0.079;6;12;0.99605;3.52;0.63;10.7;5
2888;white;5.8;0.2;0.16;1.4;0.042;44;99;0.98912;3.23;0.37;12.2;6
2889;white;7;0.17;0.37;1.5;0.028;26;75;0.9922;3.3;0.46;10.8;7
2890;white;5;0.27;0.4;1.2;0.076;42;124;0.99204;3.32;0.47;10.1;6
2891;white;7;0.23;0.32;1.8;0.048;25;113;0.9915;3.11;0.47;11.1;6
2892;white;7.4;0.16;0.3;13.7;0.056;33;168;0.99825;2.9;0.44;8.7;7
2893;white;6.2;0.31;0.26;4.8;0.037;36;148;0.9928;3.21;0.41;10.4;6
2894;red;8.4;0.36;0.32;2.2;0.081;32;79;0.9964;3.3;0.72;11;6
2895;white;5.7;0.26;0.3;1.8;0.039;30;105;0.98995;3.48;0.52;12.5;7
2896;white;5.5;0.42;0.09;1.6;0.019;18;68;0.9906;3.33;0.51;11.4;7
2897;white;7.9;0.18;0.37;1.2;0.04;16;75;0.992;3.18;0.63;10.8;5
2898;white;6;0.24;0.34;1;0.036;52;184;0.99097;3.44;0.44;11.45;6
2899;white;6.3;0.32;0.17;17.75;0.06;51;190;0.99916;3.13;0.48;8.8;6
2900;white;6.1;0.25;0.49;7.6;0.052;67;226;0.9956;3.16;0.47;8.9;5
2901;red;7.1;0.59;0;2.2;0.078;26;44;0.99522;3.42;0.68;10.8;6
2902;white;6.7;0.11;0.34;8.8;0.043;41;113;0.9962;3.42;0.4;9.3;7
2903;white;5.9;0.3;0.29;1.1;0.036;23;56;0.9904;3.19;0.38;11.3;5
2904;white;5.8;0.19;0.33;4.2;0.038;49;133;0.99107;3.16;0.42;11.3;7
2905;white;7;0.23;0.42;5.1;0.042;37;144;0.99518;3.5;0.59;10.2;6
2906;red;7.9;0.69;0.21;2.1;0.08;33;141;0.9962;3.25;0.51;9.9;5
2907;white;7.4;0.25;0.37;13.5;0.06;52;192;0.9975;3;0.44;9.1;5
2908;red;9.1;0.76;0.68;1.7;0.414;18;64;0.99652;2.9;1.33;9.1;6
2909;red;7.2;0.635;0.07;2.6;0.077;16;86;0.99748;3.51;0.54;9.7;5
2910;white;7.1;0.27;0.27;10.4;0.041;26;114;0.99335;3.04;0.52;11.5;7
2911;white;7.2;0.27;0.42;1.6;0.05;35;135;0.992;2.94;0.46;11;6
2912;white;5.4;0.185;0.19;7.1;0.048;36;110;0.99438;3.26;0.41;9.5;6
2913;red;6.9;0.84;0.21;4.1;0.074;16;65;0.99842;3.53;0.72;9.25;6
2914;white;6.8;0.34;0.74;2.8;0.088;23;185;0.9928;3.51;0.7;12;6
2915;white;8.7;0.45;0.4;1.5;0.067;17;100;0.9957;3.27;0.57;10.1;6
2916;white;6.8;0.46;0.26;6.3;0.147;49;159;0.99434;3.14;0.47;10;5
2917;white;6.7;0.25;0.26;13.5;0.06;50;156;0.99784;3.39;0.46;9.9;6
2918;red;11.9;0.39;0.69;2.8;0.095;17;35;0.9994;3.1;0.61;10.8;6
2919;white;7.6;0.27;0.52;3.2;0.043;28;152;0.99129;3.02;0.53;11.4;6
2920;red;7.9;0.72;0.17;2.6;0.096;20;38;0.9978;3.4;0.53;9.5;5
2921;red;9;0.47;0.31;2.7;0.084;24;125;0.9984;3.31;0.61;9.4;5
2922;white;14.2;0.27;0.49;1.1;0.037;33;156;0.992;3.15;0.54;11.1;6
2923;white;6.6;0.42;0.33;2.8;0.034;15;85;0.99;3.28;0.51;13.4;6
2924;white;7.6;0.39;0.32;3.6;0.035;22;93;0.99144;3.08;0.6;12.5;7
2925;white;6.9;0.38;0.29;13.65;0.048;52;189;0.99784;3;0.6;9.5;6
2926;red;8.7;0.69;0;3.2;0.084;13;33;0.9992;3.36;0.45;9.4;5
2927;red;7;0.62;0.1;1.4;0.071;27;63;0.996;3.28;0.61;9.2;5
2928;red;7.2;0.695;0.13;2;0.076;12;20;0.99546;3.29;0.54;10.1;5
2929;red;8.8;0.7;0;1.7;0.069;8;19;0.99701;3.31;0.53;10;6
2930;red;8.9;0.28;0.45;1.7;0.067;7;12;0.99354;3.25;0.55;12.3;7
2931;white;6.4;0.22;0.32;7.2;0.028;15;83;0.993;3.13;0.55;10.9;8
2932;white;8.3;0.21;0.49;19.8;0.054;50;231;1.0012;2.99;0.54;9.2;5
2933;white;7.8;0.34;0.35;1.8;0.042;8;167;0.9908;3.11;0.41;12.1;6
2934;red;5.9;0.29;0.25;13.4;0.067;72;160;0.99721;3.33;0.54;10.3;6
2935;red;7.3;0.38;0.21;2;0.08;7;35;0.9961;3.33;0.47;9.5;5
2936;white;7.3;0.17;0.23;6.3;0.051;35;240;0.9963;3.36;0.54;10;6
2937;white;7.6;0.31;0.23;12.7;0.054;20;139;0.99836;3.16;0.5;9.7;4
2938;white;5.2;0.2;0.27;3.2;0.047;16;93;0.99235;3.44;0.53;10.1;7
2939;white;6.4;0.25;0.3;5.5;0.038;15;129;0.9948;3.14;0.49;9.6;6
2940;white;7;0.2;0.35;8.8;0.037;31;103;0.99388;3.13;0.49;11;6
2941;red;8.2;0.34;0.38;2.5;0.08;12;57;0.9978;3.3;0.47;9;6
2942;white;5.9;0.37;0.1;1.6;0.057;39;128;0.9924;3.24;0.48;10.1;5
2943;white;6.6;0.26;0.21;2.9;0.026;48;126;0.99089;3.22;0.38;11.3;7
2944;white;6.3;0.6;0.44;11;0.05;50;245;0.9972;3.19;0.57;9.3;4
2945;red;7.3;0.365;0.49;2.5;0.088;39;106;0.9966;3.36;0.78;11;5
2946;white;7.8;0.39;0.26;9.9;0.059;33;181;0.9955;3.04;0.42;10.9;6
2947;red;9.7;0.66;0.34;2.6;0.094;12;88;0.99796;3.26;0.66;10.1;5
2948;red;7.5;0.725;0.04;1.5;0.076;8;15;0.99508;3.26;0.53;9.6;5
2949;white;6.7;0.3;0.5;12.1;0.045;38;127;0.9974;3.04;0.53;8.9;6
2950;white;6;0.28;0.27;2.3;0.051;23;147;0.994;3.23;0.67;10.3;6
2951;red;15.5;0.645;0.49;4.2;0.095;10;23;1.00315;2.92;0.74;11.1;5
2952;white;8;0.22;0.28;14;0.053;83;197;0.9981;3.14;0.45;9.8;6
2953;white;5;0.27;0.32;4.5;0.032;58;178;0.98956;3.45;0.31;12.6;7
2954;white;6;0.27;0.32;3.6;0.035;36;133;0.99215;3.23;0.46;10.8;6
2955;white;7;0.29;0.33;0.9;0.041;20;117;0.99048;3.21;0.5;11.4;5
2956;white;5.5;0.34;0.26;2.2;0.021;31;119;0.98919;3.55;0.49;13;8
2957;white;7.1;0.36;0.4;1.95;0.033;26;118;0.98934;3.2;0.45;13.5;7
2958;red;8.4;0.65;0.6;2.1;0.112;12;90;0.9973;3.2;0.52;9.2;5
2959;red;7.9;0.24;0.4;1.6;0.056;11;25;0.9967;3.32;0.87;8.7;6
2960;white;6.7;0.21;0.32;5.4;0.047;29;140;0.995;3.39;0.46;9.7;6
2961;white;7.6;0.17;0.36;4.5;0.042;26;102;0.99427;3.09;0.47;9.5;5
2962;white;8.1;0.26;0.33;11.1;0.052;52.5;158;0.9976;3.03;0.49;10.2;7
2963;white;7.9;0.26;0.33;10.3;0.039;73;212;0.9969;2.93;0.49;9.5;6
2964;white;6.8;0.4;0.29;2.8;0.044;27;97;0.9904;3.12;0.42;11.2;6
2965;red;10.2;0.67;0.39;1.9;0.054;6;17;0.9976;3.17;0.47;10;5
2966;white;7.3;0.3;0.42;7.35;0.025;51;175;0.9928;3.04;0.32;11.4;6
2967;white;8.1;0.2;0.3;1.3;0.036;7;49;0.99242;2.99;0.73;10.3;5
2968;white;7.5;0.32;0.26;1.8;0.042;13;133;0.9938;3.07;0.38;9.5;5
2969;white;5.8;0.27;0.27;12.3;0.045;55;170;0.9972;3.28;0.42;9.3;6
2970;white;7.2;0.23;0.39;1.5;0.053;26;106;0.99166;3.18;0.47;11.1;6
2971;white;7.3;0.13;0.31;2.3;0.054;22;104;0.9924;3.24;0.92;11.5;7
2972;white;6.1;0.24;0.27;9.8;0.062;33;152;0.9966;3.31;0.47;9.5;6
2973;white;6.7;0.34;0.26;1.9;0.038;58;138;0.9893;3;0.47;12.2;7
2974;red;7.6;0.68;0.02;1.3;0.072;9;20;0.9965;3.17;1.08;9.2;4
2975;white;7.4;0.16;0.49;1.2;0.055;18;150;0.9917;3.23;0.47;11.2;6
2976;white;6;0.2;0.26;6.8;0.049;22;93;0.9928;3.15;0.42;11;6
2977;white;7.3;0.18;0.29;1.2;0.044;12;143;0.9918;3.2;0.48;11.3;7
2978;white;8.6;0.23;0.25;11.3;0.031;13;96;0.99645;3.11;0.4;10.8;5
2979;white;7.4;0.36;0.33;1.4;0.025;27;55;0.9915;3.21;0.33;11.2;6
2980;white;6.5;0.19;0.3;0.8;0.043;33;144;0.9936;3.42;0.39;9.1;6
2981;white;6.1;0.38;0.14;3.9;0.06;27;113;0.99344;3.07;0.34;9.2;4
2982;red;7.8;0.52;0.25;1.9;0.081;14;38;0.9984;3.43;0.65;9;6
2983;red;7.2;0.5;0.18;2.1;0.071;12;31;0.99761;3.52;0.72;9.6;6
2984;red;10.2;0.29;0.49;2.6;0.059;5;13;0.9976;3.05;0.74;10.5;7
2985;red;8.6;0.49;0.29;2;0.11;19;133;0.9972;2.93;1.98;9.8;5
2986;white;7.9;0.22;0.38;8;0.043;46;152;0.9934;3.12;0.32;11.5;7
2987;white;7.1;0.27;0.31;18.2;0.046;55;252;1;3.07;0.56;8.7;5
2988;white;7;0.28;0.26;1.7;0.042;34;130;0.9925;3.43;0.5;10.7;8
2989;white;5.9;0.15;0.31;5.8;0.041;53;155;0.9945;3.52;0.46;10.5;6
2990;white;6.4;0.31;0.4;6.4;0.039;39;191;0.99513;3.14;0.52;9.8;5
2991;red;9.2;0.53;0.24;2.6;0.078;28;139;0.99788;3.21;0.57;9.5;5
2992;white;6.6;0.25;0.42;11.3;0.049;77;231;0.9966;3.24;0.52;9.5;6
2993;white;10;0.91;0.42;1.6;0.056;34;181;0.9968;3.11;0.46;10;4
2994;white;6.8;0.28;0.4;22;0.048;48;167;1.001;2.93;0.5;8.7;5
2995;white;7.6;0.32;0.34;18.35;0.054;44;197;1.0008;3.22;0.55;9;5
2996;white;7.4;0.25;0.36;13.2;0.067;53;178;0.9976;3.01;0.48;9;6
2997;white;6.7;0.11;0.34;8.8;0.043;41;113;0.9962;3.42;0.4;9.3;7
2998;white;6.2;0.36;0.32;4;0.036;44;92;0.98936;3.2;0.5;13.3;7
2999;red;9.1;0.6;0;1.9;0.058;5;10;0.9977;3.18;0.63;10.4;6
3000;white;6.6;0.56;0.22;8.9;0.034;27;133;0.99675;3.2;0.51;9.1;5
3001;white;5.6;0.41;0.24;1.9;0.034;10;53;0.98815;3.32;0.5;13.5;7
3002;white;6.8;0.475;0.33;3.95;0.047;16;81;0.98988;3.23;0.53;13.4;7
3003;white;7.8;0.27;0.58;11.2;0.036;44;161;0.9977;3.06;0.41;8.9;6
3004;red;5;1.02;0.04;1.4;0.045;41;85;0.9938;3.75;0.48;10.5;4
3005;white;6.1;0.34;0.46;4.7;0.029;21;94;0.991;3.29;0.62;12.3;6
3006;red;7.4;0.61;0.01;2;0.074;13;38;0.99748;3.48;0.65;9.8;5
3007;red;7.8;0.88;0;2.6;0.098;25;67;0.9968;3.2;0.68;9.8;5
